span_anchor_teitok_id,span_anchor_chapter,span_offset,beck_dmm_id,beck_greek_lemma,beck_latin_lemma,beck_degree,cardinality,berendes_teitok_id,berendes_teitok_candidates,berendes_degree,berendes_book_num,berendes_chapter_raw,berendes_chapter_keys,berendes_term,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_book,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,wechel_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,mattioli_book,mattioli_chapter_decimal,mattioli_chapter_roman,mattioli_greek,mattioli_latin,ruel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_book,barbaro_page,barbaro_chapter,barbaro_term,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,wellmann_greek_text
e-691,4.109,0,DMM4110,λωτὸς ὁ ἐν τοῖς παραδείσοις φυόμενος,Italian melilot,,,e-691,,,4,4.109,4.109,Gebauter Lotos,615,Chap. CVI,Du lotus privé.,Libro quarto,447,Cap CXII,Del loto domestico,459,Liber quartus,286,Cap. CXI,De Loto sativa,320,,4.106,CVI,Λοτός ἥμερος,LOTUS URBANA,Liber quartus,228,0v,Cap CXII,De loto urbana,De loto urbana,430,Enarratio 112,"De sativa loto (lotos domestica, sativa lotos, trifolium sativum, oxytriphyllon, acetosum trifolium, panis cuculi, alleluya, trifolium acetosum, oxys / trefle acetoso, vel pain a coquu)",DCCXXV,125,61,Lotus sativa,4.111,div-648,LOTOS EMEROS,w-586,4,110,λωτὸς ὁ ἐν τοῖς παραδείσοις φυόμενος,λωτὸς ὁ ἐν τοῖς παραδείσοις φυόμενος
e-692,4.110,0,DMM4111,λωτὸς ἄγριος,Wild fenugreek,,,e-692,,,4,4.110,4.110,Wilder Lotos,615,Chap. CVII,Du lotus sauvage.,Libro quarto,447,Cap CXIII,Del loto saluage,459,Liber quartus,286,Cap. CXII,De Loto sylvestri,320,,4.107,CVII,Λοτός ἄγριος,LOTUS SYLVESTRIS,Liber quartus,228,0v,Cap CXIII,De sylvestri loto,De sylvestri loto,431,Enarratio 113,"De sylvestri loto (lotos sylvestris, trifolium sylvestre, falsum melilotum / meliloto)",DCCXXVI,125,61,Lotus sylvestris,4.112,div-649,LOTOS AGRIOS,w-587,4,111,λωτὸς ἄγριος,λωτὸς ἄγριος
e-693,4.111,0,DMM4112,κύτισος,Tree medick,,,e-693,,,4,4.111,4.111,Schneckenklee,616,Chap. CVIII,Du cytise.,Libro quarto,448,Cap CXIIII,Del Cytifo,460,Liber quartus,286,Cap. CXIII,De Cytiso,320,,4.108,CVIII,Κύτισος,CYTISUS,Liber quartus,228,0v,Cap CXIIII,De cytisso,De cytisso,431,Enarratio 114,"De cytiso (cytisus, trifolium odoratum, herba maura, herba flaura, planta leonis / trefle odore)",DCCXXVII,125,61,Cytisus,4.113,div-650,KUTISOS,w-588,4,112,κύτισος,κύτισος
e-694,4.112,0,DMM4113,λωτὸς ὁ ἐν Αἰγύπτῳ γεννώμενος,Egyptian lotus,,,e-694,,,4,4.112,4.112,Aegyptischer Lotos,617,Chap. CIX,Du lotus d'Egypte,Libro quarto,448,Cap CXV,Del loto egyptiaco,460,Liber quartus,287,Cap. CXIIII,De Loto Aegyptia,321,,4.109,CIX,Λωτός αἰγύπτιος,LOTUS AEGYPTIA,Liber quartus,228,0v,Cap CXV,De Aegyptia loto,De aegyptia loto,432,Enarratio 115,De loto Aegyptia (lotus Aegyptia),DCCXXVIII,125,61,Lotus Aegyptia,4.114,div-651,LOTOS AIGUPTIOS,w-589,4,113,λωτὸς ὁ ἐν Αἰγύπτῳ γεννώμενος,λωτὸς ὁ ἐν Αἰγύπτῳ γεννώμενος
e-695,4.113,0,DMM4114,μυριόφυλλον,Water milfoil,,,e-695,,,4,4.113,4.113,Tausendblatt,618,Chap. CX,De myriophyllum.,Libro quarto,448,Cap CXVI,Del myriophylo,460,Liber quartus,287,Cap. CXV,"De Myriophyllo, seu millefolio",321,,4.110,CX,Μυριόφυλλον,MILLEFOLIUM,Liber quartus,228,0v,Cap CXVI,De millefolio,De millefolio,432,Enarratio 116,"De myriophyllo (myriophyllon, millefolium aquaticum)",DCCXXIX,126,0,Myriophyllon,4.115,div-652,MURIOPHULLON,w-590,4,114,μυριόφυλλον,μυριόφυλλον
e-696,4.114,0,DMM4115,μυρρίς,Sweet cicely,,,e-696,,,4,4.114,4.114,K?rbel,619,Chap. CXI,De myrrhis.,Libro quarto,449,Cap CXVII,De la myrride,461,Liber quartus,287,Cap. CXVI,De Myrrhide,321,,4.111,CXI,Μύῤῥις,MYRRHIS,Liber quartus,229,104r,Cap CXVII,De myrrhide,De myrrhide,432,Enarratio 117,"De myrrhide, herba (myrrhis, cicutaria)",DCCXXX,126,0,Myrrhis,4.116,div-653,MURRIS,w-591,4,115,μυρρίς,μυρρίς
e-697,4.115,0,DMM4116,μύαγρον,Ball mustard,,,e-697,,,4,4.115,4.115,Myagros,620,Chap. CXII,De myagrum.,Libro quarto,450,Cap CXVIII,Del Myagro,462,Liber quartus,288,Cap. CXVII,De Myagro,322,,4.112,CXII,Μύαγρος,MYAGRUM,Liber quartus,229,104r,Cap CXVIII,De myagro,De myagro,432,Enarratio 118,"De myagro (myagros, melampyron, triticum nigrum / camelina, camanina)",DCCXXXI,126,0,Myagros,4.117,div-654,MUAGROS,w-592,4,116,μύαγρον,μύαγρον
e-698,4.116,0,DMM4117,ὀνάγρα,Oleander,,,e-698,,,4,4.116,4.116,Weidenr?schen,620,Chap. CXIII,De onagra.,Libro quarto,450,Cap CXIX,De la Onagra,462,Liber quartus,288,Cap. CXVIII,De Oenagra,322,,4.113,CXIII,Ὀνάγρα,ONAGRA,Liber quartus,229,104r,Cap CXIX,De onagra,De onagra,433,Enarratio 119,"De oenagra (oenagra, onagra herba)",DCCXXXII,126,0,Oenagra,4.118,div-655,ONAGRA,w-593,4,117,ὀνάγρα,ὀνάγρα
e-699,4.117,0,DMM4118,κρίσσιον,Thistle,,,e-699,,,4,4.117,4.117,Kirsion,621,Chap. CXIIII,Du cirsium.,Libro quarto,450,Cap CXX,Del Cirfio,462,Liber quartus,288,Cap. CXIX,De Cirsio,322,,4.114,CXIV,Κίρσιον,CIRSIUM,Liber quartus,229,104r,Cap CXX,De crissio,De crissio,433,Enarratio 120,"De cirsio (cirsion, buglossa, buglossus, lingus bovis / langue du beuf)",DCCXXXIII,126,0,Cirsion,4.119,div-656,KIRSION,w-594,4,118,κρίσσιον,κρίσσιον
e-700,4.118,0,DMM4119,ἀστὴρ Ἀττικός,Blue daisy,,,e-700,,,4,4.118,4.118,Attische Aster,621,Chap. CXV,"De aster atticus, ou espargoutte menue.",Libro quarto,451,Cap CXXI,Del aster attico,463,Liber quartus,288,Cap. CXX,De Astere Attico,322,,4.115,CXV,Ἀστήρ ἀττικός,ASTER ATTICUS,Liber quartus,229,104r,Cap CXXI,De altere seu inguinali,De altere seu inguinali,433,Enarratio 121,"De astere attico (aster atticus, inguinalis herba, inguinaria, bubomum, alibium, stellaria herba)",DCCXXXIIII,126,0,Aster Atticus,4.120,div-657,ASTER ASTIKOS,w-595,4,119,ἀστὴρ Ἀττικός,ἀστὴρ Ἀττικός
e-701,4.119,0,DMM4120,ἰσόπυρον,Fumitory,,,e-701,,,4,4.119,4.119,Isopyron,623,Chap. CXVI,De isopyrum.,Libro quarto,452,Cap CXXII,De la violeta purpurea,464,Liber quartus,289,Cap. CXXI,De Isopyro,323,,4.116,CXVI,Ἰσόπυρον,ISOPYRUM,Liber quartus,230,0v,Cap CXXII,De Isopyro,De isopyro,434,Enarratio 122,De isopyro (isopyron herba),DCCXXXV,126,0,Isopyron,4.121,div-658,ISOPURON,w-596,4,120,ἰσόπυρον,ἰσόπυρον
e-702,4.120,0,DMM4121,ἴον,Violet,,,e-702,,,4,4.120,4.120,Veilchen,623,Chap. CXVII,De la violette de Mars.,Libro quarto,453,Cap CXXIII,Del Isopyro,465,Liber quartus,289,Cap. CXXII,De Viola nigra seu purpurea,323,,4.117,CXVII,Ἴον πορφυροῦν,VIOLA PURPUREA,Liber quartus,230,0v,Cap CXXIII,De viola purpurea,De viola purpurea,434,Enarratio 123,"De viola purpurea (ion porphyrion, viola purpurea / violette de Mars)",DCCXXXVI,126,0,Viola purpurea,4.122,div-659,ION,w-597,4,121,ἴον,ἴον
e-703,4.121,0,DMM4122,κακκαλία,Caccalia,,,e-703,,,4,4.121,4.121,Kakalia,625,Chap. CXVIII,De cacalia.,Libro quarto,453,Cap CXXIIII,De la Cacalia,465,Liber quartus,289,Cap. CXXIII,De Cacalia,323,,4.118,CXVIII,Κακαλία,CACALIA,Liber quartus,230,0v,Cap CXXIIII,De caucalia,De caucalia,435,Enarratio 124,De cacalia herba (cacalia),DCCXXXVII,127,62,Cacalia,4.123,div-660,KAKALIA,w-598,4,122,κακκαλία,κακκαλία
e-704,4.122,0,DMM4123,βούνιον,Earthnut,,,e-704,,,4,4.122,4.122,Bunion,625,Chap. CXIX,De bunium.,Libro quarto,454,Cap CXXV,Del bunio,466,Liber quartus,289,Cap. CXXIIII,De Bunio,323,,4.119,CXIX,Βούνιον,BUNIUM,Liber quartus,230,0v,Cap CXXV,De bunio napi genere,De bunio napi genere,435,Enarratio 125,"De bunio (bunion, napum, scopa regia)",,,,,4.124,div-661,BOUNION,w-599,4,123,βούνιον,βούνιον
e-705,4.123,0,DMM4124,ψευδοβούνιον,Cretan pimpinel,,,e-705,,,4,4.123,4.123,Pseudobunion,625,Chap. CXX,De pseudobunium.,Libro quarto,454,Cap CXXVI,Del salso bunio,466,Liber quartus,290,Cap. CXXV,De Pseudobunio,324,,4.120,CXX,Πσευδοβούνιον,PSEUDOBUNIUM,Liber quartus,230,0v,Cap CXXVI,De psudobunio,De psudobunio,435,Enarratio 126,"De pseudobunio (pseudobunion, falsum bunium, mendosum bunium)",DCCXXXVIII,127,62,Pseudobunion,4.125,div-662,PSEUDOBOUNION,w-600,4,124,ψευδοβούνιον,ψευδοβούνιον
e-706,4.124,0,DMM4125,χαμαίκισσος,Ground ivy,,,e-706,,,4,4.124,4.124,Chamaikissos,625,Chap. CXXI,De chamaecissus.,Libro quarto,454,Cap CXXVII,Del Camecisso,466,Liber quartus,290,Cap. CXXVI,"De Chamaecisso, seu hedera humi repente",324,,4.121,CXXI,Χαμαίκισσος,CHAMAECISSUS,Liber quartus,231,105r,Cap CXXVII,De chamaecisso,De chamaecisso,436,Enarratio 127,"De chamaecysso (chamaecyssos, terrestris hedera, terrestris herba)",DCCXXXIX,127,62,Chamaecissos,4.126,div-663,CHAMAIKISSOS,w-601,4,125,χαμαίκισσος,χαμαίκισσος
e-707,4.125,0,DMM4126,χαμαιπεύκη,Fishbone thistle,,,e-707,,,4,4.125,4.125,Chamaipeuke,626,Chap. CXXII,De chamaeleuce.,Libro quarto,454,Cap CXXVIII,De la Cameleuca,466,Liber quartus,290,Cap. CXXVII,De Chamaepeuce,324,,4.122,CXXII,Χαμαιλεύκη,CHAMAELEUCE,Liber quartus,231,105r,Cap CXXVIII,De chamaeleuce,De chamaeleuce,436,Enarratio 128,"De chamaeleuce (chamaeleuce, chamaepeuce)",DCCXL,127,62,Camaepeuce,,,,w-602,4,126,χαμαιπεύκη,χαμαιπεύκη
e-708,4.126,0,DMM4127,βούγλωσσον,Bugloss,,,e-708,,,4,4.126,4.126,Italienische Ochsenzunge,626,Chap. CXXIII,De la borrache.,Libro quarto,455,Cap CXXIX,De la Buglossa,467,Liber quartus,290,Cap. CXXVIII,De Buglosso,324,,4.123,CXXIII,Βούγλωσσον,BUGLOSSUM LINGUA BUBULA,Liber quartus,231,105r,Cap CXXIX,De buglosso ser lingua bubula,De buglosso ser lingua bubula,436,Enarratio 129,"De buglosso (buglossus, borrago / bourrache, ou bourroche)",DCCXLII,127,62,Buglosson,4.128,div-664,BOUGLOSSON,w-603,4,127,βούγλωσσον,βούγλωσσον
e-708,4.126,1,DMM4127,βούγλωσσον,Bugloss,,,e-709,,,4,4.127,4.127,Hundzunge,627,Chap. CXXIIII,Du cynoglosse.,Libro quarto,456,Cap CXXX,De la cynoglossa,468,Liber quartus,290,Cap. CXXIX,De Cynoglosso,324,,4.124,CXXIV,Κυνόγλωσσον,CYNOGLOSSUM,Liber quartus,231,105r,Cap CXXX,De cynoglosso,De cynoglosso,437,Enarratio 130,"De cynoglossa (cynoglossa, canis lingua, lingua canina / langue de chien)",DCCXLII,127,62,Cynoglosson,4.128,div-664,BOUGLOSSON,w-603,4,127,βούγλωσσον,βούγλωσσον
e-710,4.128,0,DMM4128,φύτευμα,Montpellier rocket,,,e-710,,,4,4.128,4.128,Phyteuma,628,Chap. CXXV,De phyteuma.,Libro quarto,456,Cap CXXXI,De la Phyteuma,468,Liber quartus,291,Cap. CXXX,De Phyteumate,325,,4.125,CXXV,Φύτευμα,PHYTEUMA,Liber quartus,231,105r,Cap CXXXI,De phyteumate,De phyteumate,437,Enarratio 131,De phyteumate (phyteuma),DCCXLIII,127,62,Phyteuma,4.130,div-666,PHUTEUMA,w-604,4,128,φύτευμα,φύτευμα
e-710,4.128,1,DMM4128,φύτευμα,Montpellier rocket,,,e-711,,,4,4.129,4.129,Leontopodion,629,Chap. CXXVI,Du leontopodium.,Libro quarto,456,Cap CXXXII,De leontopodio,468,Liber quartus,291,Cap. CXXXI,De Leontopodio,325,,4.126,CXXVI,Λεοντοπόδιον,LEONTOPODIUM,Liber quartus,231,105r,Cap CXXXII,De leontopodio,De leontopodio,439,Enarratio 136,"De tripolo (tripolium, serapionis turbit)",DCCXLIIII,127,62,Leontopodion,4.130,div-666,PHUTEUMA,w-604,4,128,φύτευμα,φύτευμα
e-712,4.130,0,DMM4129,ὑπόγλωσσον,Horse tongue,,,e-712,,,4,4.130,4.130,Hypoglosson,629,Chap. CXXVII,De hippoglossum.,Libro quarto,457,Cap CXXXIII,Del hippoglosso,469,Liber quartus,291,Cap. CXXXII,De Hippoglosso,325,,4.127,CXXVII,Ἱππόγλωσσον,HIPPOGLOSSUM,Liber quartus,232,0v,Cap CXXXIII,De hippoglosso,De hippoglosso,437,Enarratio 132,De leontopodio (leontopodion),DCCXLV,127,62,Hypoglosson,4.132,div-668,IPPOGLOSSON,w-605,4,129,ὑπόγλωσσον,ὑπόγλωσσον
e-713,4.131,0,DMM4130,ἀντίρρινον,Calf' s snout,,,e-713,,,4,4.131,4.131,L?wenmaul,630,Chap. CXXVIII,Du antirahinum.,Libro quarto,457,Cap CXXXIIII,Del Antirrino,469,Liber quartus,291,Cap. CXXXIII,De Antirrhino,325,,4.128,CXXVIII,Ἀντίῤῥινον,ANTIRRHINUM,Liber quartus,232,0v,Cap CXXXIIII,De antirrhino,De antirrhino,437,Enarratio 133,"De hippoglosso (hippoglossus, hippoglossidion, uvularia, pagana lingua, bonifacia, bislingua absque fructu, laurus Alexandrina sterilis, laurus Alexandrina foemina)",DCCXLVI,127,62,Antirrhinon,4.133,div-669,ANTIRRINON (KUNOKEPHALON),w-606,4,130,ἀντίρρινον,ἀντίρρινον
e-714,4.132,0,DMM4131,κατανάγκη,Vetch,,,e-714,,,4,4.132,4.132,Katananka,631,Chap. CXXIX,De catanance.,Libro quarto,458,Cap CXXXV,De la Catanance,470,Liber quartus,291,Cap. CXXXIIII,De Catanance,325,,4.129,CXXIX,Κατανάγκη,CATANANCE,Liber quartus,232,0v,Cap CXXXV,De catanace,De catanace,438,Enarratio 134,"De antirrhino (antirrhinon, anarrhinon, burranion, caput vitulinum, bubulum caput, oculus cati / moron violet)",DCCXLVII,127,62,Catanance,,,,w-607,4,131,κατανάγκη,κατανάγκη
e-715,4.133,0,DMM4132,τριπόλιον,Sea starwort,,,e-715,,,4,4.133,4.133,Tripolion,631,Chap. CXXX,Du tripolium.,Libro quarto,458,Cap CXXXVI,Del tripolio,470,Liber quartus,292,Cap. CXXXV,De Tripolio,326,,4.130,CXXX,Τριπόλιον,TRIPOLION,Liber quartus,232,0v,Cap CXXXVI,De tripolo,De tripolo,439,Enarratio 135,"De catanance (catanance, unguis milvinus)",DCCXLVIII,127,62,Tripolium,4.135,div-670,TRIPOLION,w-608,4,132,τριπόλιον,τριπόλιον
e-716,4.134,0,DMM4134,ἀδίαντον,Maidenhair,,,e-716,,,4,4.134,4.134,Frauenhaar,632,Chap. CXXXI,Des cheveux de Venus.,Libro quarto,458,Cap CXXXVII,Del Adianto,470,Liber quartus,292,Cap. CXXXVI,De Adianto,326,,4.131,CXXXI,Ἀδίαντον,ADIANTUM,Liber quartus,232,0v,Cap CXXXVII,De adianto,De adianto,439,Enarratio 137,"De adianto (adianton, capillus veneris, coriandrum aquaticum, cincinnalis herba / capillo veneris)",DCCXLIX,127,62,Adianton,4.136,div-671,ADIANTON,w-610,4,134,ἀδίαντον,ἀδίαντον
e-717,4.135,0,DMM4135,τριχομανές,Waterwort,,,e-717,,,4,4.135,4.135,Streifenfarn,632,Chap. CXXXII,Du polytrichon.,Libro quarto,459,Cap CXXXVIII,Del Tricomanes,471,Liber quartus,293,Cap. CXXXVII,De Trichomane,327,,4.132,CXXXII,Τριχομανές,TRICHOMANES,Liber quartus,233,106r,Cap CXXXVIII,De fidicula seu trichomane,De fidicula seu trichomane,440,Enarratio 138,"De trichomane (trichomanes, polytrichum, callitrichum / du polytricon)",DCCL,127,62,Trichomanes,4.137,div-672,TRICHOMANES,w-611,4,135,τριχομανές,τριχομανές
e-718,4.136,0,DMM4136,ξάνθιον,Broad-leaved burweed,,,e-718,,,4,4.136,4.136,Spitzklee,633,Chap. CXXXIII,Du petit glouteron.,Libro quarto,460,Cap CXXXIX,Del Xanthio,472,Liber quartus,293,Cap. CXXXVIII,De Xanthio,327,,4.133,CXXXIII,Ξάνθιον,XANTHIUM SIVE LAPPA,Liber quartus,233,106r,Cap CXXXIX,De xanthio et lapa,De xanthio et lapa,441,Enarratio 139,"De xanthio (xanthium, lappa minor / grapellas)",DCCLI,127,62,Xanthion,4.138,div-673,XANTHION,w-612,4,136,ξάνθιον,ξάνθιον
e-719,4.137,0,DMM4137,αἰγίλωψ,Haver grass,,,e-719,,,4,4.137,4.137,Aigilops,634,Chap. CXXXIIII,De aegilops.,Libro quarto,460,Cap CXL,De la egilope,472,Liber quartus,293,Cap. CXXXIX,De Aegilope sive festuca,327,,4.134,CXXXIV,Αἰγίλωψ,AEGILOPS SIVE FESTUCA,Liber quartus,233,106r,Cap CXL,De Avena,De avena,441,Enarratio 140,"De aegilope (aegilops, avena quaedam sylvestris)",DCCLII,128,0,Aegilops,4.139,div-674,AIGILOPS,w-613,4,137,αἰγίλωψ,αἰγίλωψ
e-720,4.138,0,DMM4138,γλαύξ,Wart cress,,,e-720,,,4,4.138,4.138,Bromos,635,Chap. CXXXV,De l'avoine sauvage.,Libro quarto,460,Cap CXLI,Del bromo,472,Liber quartus,294,Cap. CXL,De Bromo,328,,4.135,CXXXV,Βρῶμος,BROMUS,Liber quartus,233,106r,Cap CXLI,De bromo avenae genere,De bromo avenae genere,441,Enarratio 141,"De bromo (bromos, avena sylvestris / avoyne sauvage)",DCCLIII,128,0,Bromos,4.141,div-676,GLAUX,w-614,4,138,γλαύξ,γλαύξ
e-721,4.139,0,DMM4139,πολύγαλον,Milkwort,,,e-721,,,4,4.139,4.139,Glaux,635,Chap. CXXXVI,De glaux.,Libro quarto,461,Cap CXLII,Del Glauce,473,Liber quartus,294,Cap. CXLI,De Glauce,328,,4.136,CXXXVI,Γλαύξ,GLAUX,Liber quartus,234,0v,Cap CXLII,De glauce,De glauce,442,Enarratio 142,De glauce (glaux),DCCLIIII,128,0,Glaux,4.142,div-677,POLUGALON,w-615,4,139,πολύγαλον,πολύγαλον
e-722,4.140,0,DMM4140,ὄσιρις,Poet’s cassia,,,e-722,,,4,4.140,4.140,Kreuzblume,636,Chap. CXXXVII,De polygala.,Libro quarto,461,Cap CXLIII,Del polygalo,473,Liber quartus,294,Cap. CXLII,De Polygala,328,,4.137,CXXXVII,Πολύγαλον,POLYGALA,Liber quartus,234,0v,Cap CXLIII,De polygala,De polygala,442,Enarratio 143,De polygalo (polygalum),DCCLV,128,0,Polygalon,4.143,div-678,OSUROS,w-616,4,140,ὄσιρις,ὄσιρις
e-723,4.141,0,DMM4141,ἐχῖνος,Echinos,,,e-723,,,4,4.141,4.141,Osyris,636,Cha. CXXVIII,De la linaire.,Libro quarto,461,Cap CXLIIII,De la osyride,473,Liber quartus,294,Cap. CXLIII,De Osyride,328,,4.138,CXXXVIII,Ὄσυρις,OSYRIS,Liber quartus,234,0v,Cap CXLIIII,De osyri,De osyri,442,Enarratio 144,"De osyride (urinalis herba, imaria herba, linosa herba / linaria herba)",DCCLVI,128,0,Osiris,,,,w-617,4,141,ἐχῖνος,ἐχῖνος
e-724,4.142,0,DMM4142,μῖλαξ τραχεῖα,Rough bindweed,,,e-724,,,4,4.142,4.142,Rauher Smilax,636,Chap. CXXXIX,Du liseron aspre.,Libro quarto,462,Cap CXLV,De la Smilace aspera,474,Liber quartus,294,C. CXLIIII,De Smilace aspera,328,,4.139,CXXXIX,Σμίλαξ τραχεῖα,SMILAX ASPERA,Liber quartus,234,0v,Cap CXLV,De aspera smilace,De aspera smilace,443,Enarratio 145,"De smilace aspera (smilax aspera, hedera cilissa, volubilis spinosa / du liere des ronches)",DCCLVII,128,0,Smilax trachea,4.144,div-679,SMILAX TRACHEIA,w-618,4,142,μῖλαξ τραχεῖα,μῖλαξ τραχεῖα
e-725,4.143,0,DMM4143,μῖλαξ λεία,Great bindweed,,,e-725,,,4,4.143,4.143,Glatter Smilax,637,Chap. CXL,Du grand liseron.,Libro quarto,462,Cap CXLVI,De la smilace lisa,474,Liber quartus,295,Cap. CXLV,De Smilace levi,329,,4.140,CXL,Σμίλαξ λεῖα,SMILAX LAEVIS,Liber quartus,234,0v,Cap CXLVI,De laevi smilace,De laevi smilace,444,Enarratio 146,"De smilace leni (smilax lenis, smilax sine aculeis, convolvulus maior, volubilis maior / fasecles, vel liset maior)",DCCLVIII,128,0,Smilax lia,4.145,div-680,SMILAX LEIA,w-619,4,143,μῖλαξ λεία,μῖλαξ λεία
e-726,4.144,0,DMM4144,μυρσίνη ἀγρία,Butcher’s broom,,,e-726,,,4,4.144,4.144,Stechmyrte,638,Chap. CXLI,Du rucs.,Libro quarto,463,Cap CXLVII,Del rusco vulgarmente Ilamado brusco,475,Liber quartus,295,Cap. CXLVI,"De Rusco, seu Myrto sylvestri",329,,4.141,CXLI,Μυρσίνη ἀγρία,RUSCUS,Liber quartus,234,0v,Cap CXLVII,De rusco,De rusco,444,Enarratio 147,"De rusco (oxymyrsine, ruscus, sylvestris myrtus / brusco)",DCCLIX,128,0,Myrtus sylvestris,4.146,div-681,MURSINE AGRIA,w-620,4,144,μυρσίνη ἀγρία,μυρσίνη ἀγρία
e-727,4.145,0,DMM4145,δάφνη Ἀλεξάνδρεια,Daphne,,,e-727,,,4,4.145,4.145,Alexandrinische Daphne,639,Chap. CXLII,Du laurier alexandrin.,Libro quarto,464,Cap CXLVIII,Del laurel alexandrino,476,Liber quartus,295,Cap. CXLVII,De Lauro Alexandrina,329,,4.142,CXLII,Δάφνη ἀλέξανδρεια,LAURUS ALEXANDRINA,Liber quartus,235,107r,Cap CXLVIII,De lauro alexandrina,De lauro alexandrina,444,Enarratio 148,"De lauro alexandrina (daphne alexandrea, daphne idaea, laurus alexandrina herba, laurus alexandrina masculus, laurus alexandrina fructifera, uvularis / lauro alexandrino)",DCCLX,129,63,Laurus Alexandrina,4.147,div-682,DAPHNE ALEXANDRINA,w-621,4,145,δάφνη Ἀλεξάνδρεια,δάφνη Ἀλεξάνδρεια
e-728,4.146,0,DMM4146,δαφνοειδές,Spurge laurel,,,e-728,,,4,4.146,4.146,Daphnoides,640,Chap. CXLIII,De la laureole.,Libro quarto,465,Cap CXLIX,"De la Daphnoide, ò Laureola",477,Liber quartus,296,Cap. CXLVIII,De Daphnoide,330,,4.143,CXLIII,Δαφνοειδές,DAPHNOIDES,Liber quartus,235,107r,Cap CXLIX,De daphnoide,De daphnoide,445,Enarratio 149,"De daphnoide (daphnoides, laureola herba / de la laureolle)",DCCLXI,129,63,Daphnoides,4.148,div-683,DAPHNOIDES,w-622,4,146,δαφνοειδές,δαφνοειδές
e-729,4.147,0,DMM4147,χαμαιδάφνη,Chamaidaphne,,,e-729,,,4,4.147,4.147,Chamaidaphne,640,Chap. CXLIIII,De la laureole masle.,Libro quarto,465,Cap CL,De la Camedaphne,477,Liber quartus,296,Cap. CXLIX,De Chamaedaphne,330,,4.144,CXLIV,Χαμαιδάφνη,CHAMAEDAPHNE,Liber quartus,235,107r,Cap CL,De camaedaphne,De camaedaphne,445,Enarratio 150,"De chamaedaphne (chamaedaphne, humilis laurus, terrestris laurus)",DCCLXII,129,63,Chamaedaphne,4.149,div-684,CHAMAIDAPHNE,w-623,4,147,χαμαιδάφνη,χαμαιδάφνη
e-730,4.148,0,DMM4148,ἐλλέβορος,White hellebore,,,e-730,,,4,4.148,4.148,Weisse Nieswurz,641,Chap. CXLV,De l'ellebore blanc.,Libro quarto,465,Cap CLI,Del Veratro blanco,477,Liber quartus,296,Cap. CL,De Helleboro seu veratro albo,330,,4.145,CXLV,Ἐλλέβορος λευκός,VERATRUM ALBUM,Liber quartus,236,0v,Cap CLI,De albo veratro,De albo veratro,446,Enarratio 151,"De helleboro al bo (helleborus albus, veratrum album / ellebore blanche)",DCCLXIII,129,63,Elleborus candidus,4.150,div-685,ELLEBOROS,w-624,4,148,ἐλλέβορος,ἐλλέβορος λευκός
e-730,4.148,1,DMM4148,ἐλλέβορος,White hellebore,,,e-731,,,4,4.149,4.149,Schwarze Nieswurz,641,Chap. CXLVI,De l'ellebore noir.,Libro quarto,466,Cap CLII,Del veratro negro,478,Liber quartus,297,Cap. CLI,De Helleboro seu veratro nigro,331,,4.146,CXLVI,Ἐλλέβορος μέλας,VERATRUM NIGRUM,Liber quartus,236,0v,Cap CLII,De veratro nigro,De veratro nigro,446,Enarratio 152,"De helleboro nigro (helleborus niger, veratrum nigrum, melampodium / ellebore noire)",DCCLXIIII,129,63,Elleborum nigrum,4.150,div-685,ELLEBOROS,w-624,4,148,ἐλλέβορος,ἐλλέβορος λευκός
e-732,4.150,0,DMM4149,σησαμοειδὲς τὸ μέγα,Bastard rocket,,,e-732,,,4,4.150,4.150,Grosses Sesamoeides,645,Chap. CXLVII,Du grand sesamoides.,Libro quarto,468,Cap CLIII,Del sesomoide mayor,480,Liber quartus,299,Cap. CLII,De Sesamoide magno,333,,4.147,CXLVII,Σησαμοιδές μέγα,SESAMOIDES MAGNUM,Liber quartus,237,108r,Cap CLIII,De sesamoide magno,De sesamoide magno,448,Enarratio 153,De sesamoide magno (sesamoides magnum),DCCLXV,129,63,Sesamoides maius,4.152,div-687,SESAMOEIDES,w-625,4,149,σησαμοειδὲς τὸ μέγα,σησαμοειδὲς τὸ μέγα
e-732,4.150,1,DMM4149,σησαμοειδὲς τὸ μέγα,Bastard rocket,,,e-733,,,4,4.151,4.151,Kleines Sesamoeides,645,Chap. CXLVIII,Du petit sesamoides.,Libro quarto,468,Cap CLIIII,Del Sesamoide menor,480,Liber quartus,299,Cap. CLIII,De Sesamoide parvo,333,,4.148,CXLVIII,Σησαμοιδές μικρόν,SESAMOIDES PARVUM,Liber quartus,237,108r,Cap CLIIII,De sesamoide paruo,De sesamoide paruo,448,Enarratio 154,De sesamoide minori (sesamoides minus),DCCLXVI,129,63,Sesamoides minus,4.152,div-687,SESAMOEIDES,w-625,4,149,σησαμοειδὲς τὸ μέγα,σησαμοειδὲς τὸ μέγα
