chapter_key,berendes_teitok_id,berendes_term,dmm_id,source_id,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,laguna_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,wechel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,ruel_book,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_page,barbaro_chapter,barbaro_term,barbaro_book,matthiolo_book,matthiolo_chapter,matthiolo_greek,matthiolo_latin,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,beck_greek_lemma,beck_latin_lemma
4.118,e-700,Attische Aster,DMM4119,DMM41181; it693,621,Chap. CXV,"De aster atticus, ou espargoutte menue.",451,Cap CXXI,Del aster attico,463,Libro quarto,288,Cap. CXX,De Astere Attico,322,Liber quartus,229,104r,Cap CXXI,De altere seu inguinali,De altere seu inguinali,Liber quartus,433,Enarratio 121,"De astere attico (aster atticus, inguinalis herba, inguinaria, bubomum, alibium, stellaria herba)",126,0,Aster Atticus,DCCXXXIIII,,4.115,Ἀστήρ ἀττικός,ASTER ATTICUS,4.120,div-657,ASTER ASTIKOS,w-595,4,119,ἀστὴρ Ἀττικός,ἀστὴρ Ἀττικός,Blue daisy
4.119,e-701,Isopyron,DMM4120,DMM41191; it694,623,Chap. CXVI,De isopyrum.,452,Cap CXXII,De la violeta purpurea,464,Libro quarto,289,Cap. CXXI,De Isopyro,323,Liber quartus,230,0v,Cap CXXII,De Isopyro,De isopyro,Liber quartus,434,Enarratio 122,De isopyro (isopyron herba),126,0,Isopyron,DCCXXXV,,4.116,Ἰσόπυρον,ISOPYRUM,4.121,div-658,ISOPURON,w-596,4,120,ἰσόπυρον,ἰσόπυρον,Fumitory
4.120,e-702,Veilchen,DMM4121,DMM41201; it695,623,Chap. CXVII,De la violette de Mars.,453,Cap CXXIII,Del Isopyro,465,Libro quarto,289,Cap. CXXII,De Viola nigra seu purpurea,323,Liber quartus,230,0v,Cap CXXIII,De viola purpurea,De viola purpurea,Liber quartus,434,Enarratio 123,"De viola purpurea (ion porphyrion, viola purpurea / violette de Mars)",126,0,Viola purpurea,DCCXXXVI,,4.117,Ἴον πορφυροῦν,VIOLA PURPUREA,4.122,div-659,ION,w-597,4,121,ἴον,ἴον,Violet
4.121,e-703,Kakalia,DMM4122,DMM41211; it696,625,Chap. CXVIII,De cacalia.,453,Cap CXXIIII,De la Cacalia,465,Libro quarto,289,Cap. CXXIII,De Cacalia,323,Liber quartus,230,0v,Cap CXXIIII,De caucalia,De caucalia,Liber quartus,435,Enarratio 124,De cacalia herba (cacalia),127,62,Cacalia,DCCXXXVII,,4.118,Κακαλία,CACALIA,4.123,div-660,KAKALIA,w-598,4,122,κακκαλία,κακκαλία,Caccalia
4.122,e-704,Bunion,DMM4123,DMM41221; it697,625,Chap. CXIX,De bunium.,454,Cap CXXV,Del bunio,466,Libro quarto,289,Cap. CXXIIII,De Bunio,323,Liber quartus,230,0v,Cap CXXV,De bunio napi genere,De bunio napi genere,Liber quartus,435,Enarratio 125,"De bunio (bunion, napum, scopa regia)",,,,,,4.119,Βούνιον,BUNIUM,4.124,div-661,BOUNION,w-599,4,123,βούνιον,βούνιον,Earthnut
4.123,e-705,Pseudobunion,DMM4124,DMM41231; it698,625,Chap. CXX,De pseudobunium.,454,Cap CXXVI,Del salso bunio,466,Libro quarto,290,Cap. CXXV,De Pseudobunio,324,Liber quartus,230,0v,Cap CXXVI,De psudobunio,De psudobunio,Liber quartus,435,Enarratio 126,"De pseudobunio (pseudobunion, falsum bunium, mendosum bunium)",127,62,Pseudobunion,DCCXXXVIII,,4.120,Πσευδοβούνιον,PSEUDOBUNIUM,4.125,div-662,PSEUDOBOUNION,w-600,4,124,ψευδοβούνιον,ψευδοβούνιον,Cretan pimpinel
4.124,e-706,Chamaikissos,DMM4125,DMM41241; it699,625,Chap. CXXI,De chamaecissus.,454,Cap CXXVII,Del Camecisso,466,Libro quarto,290,Cap. CXXVI,"De Chamaecisso, seu hedera humi repente",324,Liber quartus,231,105r,Cap CXXVII,De chamaecisso,De chamaecisso,Liber quartus,436,Enarratio 127,"De chamaecysso (chamaecyssos, terrestris hedera, terrestris herba)",127,62,Chamaecissos,DCCXXXIX,,4.121,Χαμαίκισσος,CHAMAECISSUS,4.126,div-663,CHAMAIKISSOS,w-601,4,125,χαμαίκισσος,χαμαίκισσος,Ground ivy
4.125,e-707,Chamaipeuke,DMM4126,DMM41251; it700,626,Chap. CXXII,De chamaeleuce.,454,Cap CXXVIII,De la Cameleuca,466,Libro quarto,290,Cap. CXXVII,De Chamaepeuce,324,Liber quartus,231,105r,Cap CXXVIII,De chamaeleuce,De chamaeleuce,Liber quartus,436,Enarratio 128,"De chamaeleuce (chamaeleuce, chamaepeuce)",127,62,Camaepeuce,DCCXL,,4.122,Χαμαιλεύκη,CHAMAELEUCE,,,,w-602,4,126,χαμαιπεύκη,χαμαιπεύκη,Fishbone thistle
4.126,e-708,Italienische Ochsenzunge,DMM4127,DMM41261; it701,626,Chap. CXXIII,De la borrache.,455,Cap CXXIX,De la Buglossa,467,Libro quarto,290,Cap. CXXVIII,De Buglosso,324,Liber quartus,231,105r,Cap CXXIX,De buglosso ser lingua bubula,De buglosso ser lingua bubula,Liber quartus,436,Enarratio 129,"De buglosso (buglossus, borrago / bourrache, ou bourroche)",127,62,Buglosson,DCCXLII,,4.123,Βούγλωσσον,BUGLOSSUM LINGUA BUBULA,4.128,div-664,BOUGLOSSON,w-603,4,127,βούγλωσσον,βούγλωσσον,Bugloss
4.127,e-709,Hundzunge,,DMM41271; it702,627,Chap. CXXIIII,Du cynoglosse.,456,Cap CXXX,De la cynoglossa,468,Libro quarto,290,Cap. CXXIX,De Cynoglosso,324,Liber quartus,231,105r,Cap CXXX,De cynoglosso,De cynoglosso,Liber quartus,437,Enarratio 130,"De cynoglossa (cynoglossa, canis lingua, lingua canina / langue de chien)",127,62,Cynoglosson,DCCXLII,,4.124,Κυνόγλωσσον,CYNOGLOSSUM,4.129,div-665,KUNOGLOSSON,,,,,,
4.128,e-710,Phyteuma,DMM4128,DMM41281; it703,628,Chap. CXXV,De phyteuma.,456,Cap CXXXI,De la Phyteuma,468,Libro quarto,291,Cap. CXXX,De Phyteumate,325,Liber quartus,231,105r,Cap CXXXI,De phyteumate,De phyteumate,Liber quartus,437,Enarratio 131,De phyteumate (phyteuma),127,62,Phyteuma,DCCXLIII,,4.125,Φύτευμα,PHYTEUMA,4.130,div-666,PHUTEUMA,w-604,4,128,φύτευμα,φύτευμα,Montpellier rocket
4.129,e-711,Leontopodion,,DMM41291; it704,629,Chap. CXXVI,Du leontopodium.,456,Cap CXXXII,De leontopodio,468,Libro quarto,291,Cap. CXXXI,De Leontopodio,325,Liber quartus,231,105r,Cap CXXXII,De leontopodio,De leontopodio,Liber quartus,439,Enarratio 136,"De tripolo (tripolium, serapionis turbit)",127,62,Leontopodion,DCCXLIIII,,4.126,Λεοντοπόδιον,LEONTOPODIUM,4.131,div-667,LEONTOPODION,,,,,,
4.130,e-712,Hypoglosson,DMM4129,DMM41301; it705,629,Chap. CXXVII,De hippoglossum.,457,Cap CXXXIII,Del hippoglosso,469,Libro quarto,291,Cap. CXXXII,De Hippoglosso,325,Liber quartus,232,0v,Cap CXXXIII,De hippoglosso,De hippoglosso,Liber quartus,437,Enarratio 132,De leontopodio (leontopodion),127,62,Hypoglosson,DCCXLV,,4.127,Ἱππόγλωσσον,HIPPOGLOSSUM,4.132,div-668,IPPOGLOSSON,w-605,4,129,ὑπόγλωσσον,ὑπόγλωσσον,Horse tongue
4.131,e-713,L?wenmaul,DMM4130,DMM41311; it706,630,Chap. CXXVIII,Du antirahinum.,457,Cap CXXXIIII,Del Antirrino,469,Libro quarto,291,Cap. CXXXIII,De Antirrhino,325,Liber quartus,232,0v,Cap CXXXIIII,De antirrhino,De antirrhino,Liber quartus,437,Enarratio 133,"De hippoglosso (hippoglossus, hippoglossidion, uvularia, pagana lingua, bonifacia, bislingua absque fructu, laurus Alexandrina sterilis, laurus Alexandrina foemina)",127,62,Antirrhinon,DCCXLVI,,4.128,Ἀντίῤῥινον,ANTIRRHINUM,4.133,div-669,ANTIRRINON (KUNOKEPHALON),w-606,4,130,ἀντίρρινον,ἀντίρρινον,Calf' s snout
4.132,e-714,Katananka,DMM4131,DMM41321; it707,631,Chap. CXXIX,De catanance.,458,Cap CXXXV,De la Catanance,470,Libro quarto,291,Cap. CXXXIIII,De Catanance,325,Liber quartus,232,0v,Cap CXXXV,De catanace,De catanace,Liber quartus,438,Enarratio 134,"De antirrhino (antirrhinon, anarrhinon, burranion, caput vitulinum, bubulum caput, oculus cati / moron violet)",127,62,Catanance,DCCXLVII,,4.129,Κατανάγκη,CATANANCE,,,,w-607,4,131,κατανάγκη,κατανάγκη,Vetch
4.133,e-715,Tripolion,DMM4132,DMM41331; it708,631,Chap. CXXX,Du tripolium.,458,Cap CXXXVI,Del tripolio,470,Libro quarto,292,Cap. CXXXV,De Tripolio,326,Liber quartus,232,0v,Cap CXXXVI,De tripolo,De tripolo,Liber quartus,439,Enarratio 135,"De catanance (catanance, unguis milvinus)",127,62,Tripolium,DCCXLVIII,,4.130,Τριπόλιον,TRIPOLION,4.135,div-670,TRIPOLION,w-608,4,132,τριπόλιον,τριπόλιον,Sea starwort
4.134,e-716,Frauenhaar,DMM4134,DMM41341; it709,632,Chap. CXXXI,Des cheveux de Venus.,458,Cap CXXXVII,Del Adianto,470,Libro quarto,292,Cap. CXXXVI,De Adianto,326,Liber quartus,232,0v,Cap CXXXVII,De adianto,De adianto,Liber quartus,439,Enarratio 137,"De adianto (adianton, capillus veneris, coriandrum aquaticum, cincinnalis herba / capillo veneris)",127,62,Adianton,DCCXLIX,,4.131,Ἀδίαντον,ADIANTUM,4.136,div-671,ADIANTON,w-610,4,134,ἀδίαντον,ἀδίαντον,Maidenhair
4.135,e-717,Streifenfarn,DMM4135,DMM41351; it710,632,Chap. CXXXII,Du polytrichon.,459,Cap CXXXVIII,Del Tricomanes,471,Libro quarto,293,Cap. CXXXVII,De Trichomane,327,Liber quartus,233,106r,Cap CXXXVIII,De fidicula seu trichomane,De fidicula seu trichomane,Liber quartus,440,Enarratio 138,"De trichomane (trichomanes, polytrichum, callitrichum / du polytricon)",127,62,Trichomanes,DCCL,,4.132,Τριχομανές,TRICHOMANES,4.137,div-672,TRICHOMANES,w-611,4,135,τριχομανές,τριχομανές,Waterwort
4.136,e-718,Spitzklee,DMM4136,DMM41361; it711,633,Chap. CXXXIII,Du petit glouteron.,460,Cap CXXXIX,Del Xanthio,472,Libro quarto,293,Cap. CXXXVIII,De Xanthio,327,Liber quartus,233,106r,Cap CXXXIX,De xanthio et lapa,De xanthio et lapa,Liber quartus,441,Enarratio 139,"De xanthio (xanthium, lappa minor / grapellas)",127,62,Xanthion,DCCLI,,4.133,Ξάνθιον,XANTHIUM SIVE LAPPA,4.138,div-673,XANTHION,w-612,4,136,ξάνθιον,ξάνθιον,Broad-leaved burweed
4.137,e-719,Aigilops,DMM4137,DMM41371; it712,634,Chap. CXXXIIII,De aegilops.,460,Cap CXL,De la egilope,472,Libro quarto,293,Cap. CXXXIX,De Aegilope sive festuca,327,Liber quartus,233,106r,Cap CXL,De Avena,De avena,Liber quartus,441,Enarratio 140,"De aegilope (aegilops, avena quaedam sylvestris)",128,0,Aegilops,DCCLII,,4.134,Αἰγίλωψ,AEGILOPS SIVE FESTUCA,4.139,div-674,AIGILOPS,w-613,4,137,αἰγίλωψ,αἰγίλωψ,Haver grass
4.138,e-720,Bromos,DMM4138,DMM41381; it713,635,Chap. CXXXV,De l'avoine sauvage.,460,Cap CXLI,Del bromo,472,Libro quarto,294,Cap. CXL,De Bromo,328,Liber quartus,233,106r,Cap CXLI,De bromo avenae genere,De bromo avenae genere,Liber quartus,441,Enarratio 141,"De bromo (bromos, avena sylvestris / avoyne sauvage)",128,0,Bromos,DCCLIII,,4.135,Βρῶμος,BROMUS,4.140,div-675,BROMOS,w-614,4,138,γλαύξ,γλαύξ,Wart cress
4.139,e-721,Glaux,DMM4138; DMM4139,DMM41391; it714,635,Chap. CXXXVI,De glaux.,461,Cap CXLII,Del Glauce,473,Libro quarto,294,Cap. CXLI,De Glauce,328,Liber quartus,234,0v,Cap CXLII,De glauce,De glauce,Liber quartus,442,Enarratio 142,De glauce (glaux),128,0,Glaux,DCCLIIII,,4.136,Γλαύξ,GLAUX,4.141,div-676,GLAUX,w-615,4,139,πολύγαλον,πολύγαλον,Milkwort
4.140,e-722,Kreuzblume,DMM4139; DMM4140,DMM41401; it715,636,Chap. CXXXVII,De polygala.,461,Cap CXLIII,Del polygalo,473,Libro quarto,294,Cap. CXLII,De Polygala,328,Liber quartus,234,0v,Cap CXLIII,De polygala,De polygala,Liber quartus,442,Enarratio 143,De polygalo (polygalum),128,0,Polygalon,DCCLV,,4.137,Πολύγαλον,POLYGALA,4.142,div-677,POLUGALON,w-616,4,140,ὄσιρις,ὄσιρις,Poet’s cassia
4.141,e-723,Osyris,DMM4140; DMM4141,DMM41411; it716,636,Cha. CXXVIII,De la linaire.,461,Cap CXLIIII,De la osyride,473,Libro quarto,294,Cap. CXLIII,De Osyride,328,Liber quartus,234,0v,Cap CXLIIII,De osyri,De osyri,Liber quartus,442,Enarratio 144,"De osyride (urinalis herba, imaria herba, linosa herba / linaria herba)",128,0,Osiris,DCCLVI,,4.138,Ὄσυρις,OSYRIS,4.143,div-678,OSUROS,w-617,4,141,ἐχῖνος,ἐχῖνος,Echinos
4.142,e-724,Rauher Smilax,DMM4142,DMM41421; it717,636,Chap. CXXXIX,Du liseron aspre.,462,Cap CXLV,De la Smilace aspera,474,Libro quarto,294,C. CXLIIII,De Smilace aspera,328,Liber quartus,234,0v,Cap CXLV,De aspera smilace,De aspera smilace,Liber quartus,443,Enarratio 145,"De smilace aspera (smilax aspera, hedera cilissa, volubilis spinosa / du liere des ronches)",128,0,Smilax trachea,DCCLVII,,4.139,Σμίλαξ τραχεῖα,SMILAX ASPERA,4.144,div-679,SMILAX TRACHEIA,w-618,4,142,μῖλαξ τραχεῖα,μῖλαξ τραχεῖα,Rough bindweed
4.143,e-725,Glatter Smilax,DMM4143,DMM41431; it718,637,Chap. CXL,Du grand liseron.,462,Cap CXLVI,De la smilace lisa,474,Libro quarto,295,Cap. CXLV,De Smilace levi,329,Liber quartus,234,0v,Cap CXLVI,De laevi smilace,De laevi smilace,Liber quartus,444,Enarratio 146,"De smilace leni (smilax lenis, smilax sine aculeis, convolvulus maior, volubilis maior / fasecles, vel liset maior)",128,0,Smilax lia,DCCLVIII,,4.140,Σμίλαξ λεῖα,SMILAX LAEVIS,4.145,div-680,SMILAX LEIA,w-619,4,143,μῖλαξ λεία,μῖλαξ λεία,Great bindweed
4.144,e-726,Stechmyrte,DMM4144,DMM41441; it719,638,Chap. CXLI,Du rucs.,463,Cap CXLVII,Del rusco vulgarmente Ilamado brusco,475,Libro quarto,295,Cap. CXLVI,"De Rusco, seu Myrto sylvestri",329,Liber quartus,234,0v,Cap CXLVII,De rusco,De rusco,Liber quartus,444,Enarratio 147,"De rusco (oxymyrsine, ruscus, sylvestris myrtus / brusco)",128,0,Myrtus sylvestris,DCCLIX,,4.141,Μυρσίνη ἀγρία,RUSCUS,4.146,div-681,MURSINE AGRIA,w-620,4,144,μυρσίνη ἀγρία,μυρσίνη ἀγρία,Butcher’s broom
4.145,e-727,Alexandrinische Daphne,DMM4145,DMM41451; it720,639,Chap. CXLII,Du laurier alexandrin.,464,Cap CXLVIII,Del laurel alexandrino,476,Libro quarto,295,Cap. CXLVII,De Lauro Alexandrina,329,Liber quartus,235,107r,Cap CXLVIII,De lauro alexandrina,De lauro alexandrina,Liber quartus,444,Enarratio 148,"De lauro alexandrina (daphne alexandrea, daphne idaea, laurus alexandrina herba, laurus alexandrina masculus, laurus alexandrina fructifera, uvularis / lauro alexandrino)",129,63,Laurus Alexandrina,DCCLX,,4.142,Δάφνη ἀλέξανδρεια,LAURUS ALEXANDRINA,4.147,div-682,DAPHNE ALEXANDRINA,w-621,4,145,δάφνη Ἀλεξάνδρεια,δάφνη Ἀλεξάνδρεια,Daphne
4.146,e-728,Daphnoides,DMM4146,DMM41461; it721,640,Chap. CXLIII,De la laureole.,465,Cap CXLIX,"De la Daphnoide, ò Laureola",477,Libro quarto,296,Cap. CXLVIII,De Daphnoide,330,Liber quartus,235,107r,Cap CXLIX,De daphnoide,De daphnoide,Liber quartus,445,Enarratio 149,"De daphnoide (daphnoides, laureola herba / de la laureolle)",129,63,Daphnoides,DCCLXI,,4.143,Δαφνοειδές,DAPHNOIDES,4.148,div-683,DAPHNOIDES,w-622,4,146,δαφνοειδές,δαφνοειδές,Spurge laurel
4.147,e-729,Chamaidaphne,DMM4147,DMM41471; it722,640,Chap. CXLIIII,De la laureole masle.,465,Cap CL,De la Camedaphne,477,Libro quarto,296,Cap. CXLIX,De Chamaedaphne,330,Liber quartus,235,107r,Cap CL,De camaedaphne,De camaedaphne,Liber quartus,445,Enarratio 150,"De chamaedaphne (chamaedaphne, humilis laurus, terrestris laurus)",129,63,Chamaedaphne,DCCLXII,,4.144,Χαμαιδάφνη,CHAMAEDAPHNE,4.149,div-684,CHAMAIDAPHNE,w-623,4,147,χαμαιδάφνη,χαμαιδάφνη,Chamaidaphne
4.148,e-730,Weisse Nieswurz,DMM4148,DMM41481; it723,641,Chap. CXLV,De l'ellebore blanc.,465,Cap CLI,Del Veratro blanco,477,Libro quarto,296,Cap. CL,De Helleboro seu veratro albo,330,Liber quartus,236,0v,Cap CLI,De albo veratro,De albo veratro,Liber quartus,446,Enarratio 151,"De helleboro al bo (helleborus albus, veratrum album / ellebore blanche)",129,63,Elleborus candidus,DCCLXIII,,4.145,Ἐλλέβορος λευκός,VERATRUM ALBUM,4.150,div-685,ELLEBOROS,w-624,4,148,ἐλλέβορος,ἐλλέβορος,White hellebore
4.149,e-731,Schwarze Nieswurz,,DMM41491; it724,641,Chap. CXLVI,De l'ellebore noir.,466,Cap CLII,Del veratro negro,478,Libro quarto,297,Cap. CLI,De Helleboro seu veratro nigro,331,Liber quartus,236,0v,Cap CLII,De veratro nigro,De veratro nigro,Liber quartus,446,Enarratio 152,"De helleboro nigro (helleborus niger, veratrum nigrum, melampodium / ellebore noire)",129,63,Elleborum nigrum,DCCLXIIII,,4.146,Ἐλλέβορος μέλας,VERATRUM NIGRUM,4.151,div-686,ELLEBOROS MELAS,,,,,,
4.150,e-732,Grosses Sesamoeides,DMM4149,DMM41501; it725,645,Chap. CXLVII,Du grand sesamoides.,468,Cap CLIII,Del sesomoide mayor,480,Libro quarto,299,Cap. CLII,De Sesamoide magno,333,Liber quartus,237,108r,Cap CLIII,De sesamoide magno,De sesamoide magno,Liber quartus,448,Enarratio 153,De sesamoide magno (sesamoides magnum),129,63,Sesamoides maius,DCCLXV,,4.147,Σησαμοιδές μέγα,SESAMOIDES MAGNUM,4.152,div-687,SESAMOEIDES,w-625,4,149,σησαμοειδὲς τὸ μέγα,σησαμοειδὲς τὸ μέγα,Bastard rocket
4.151,e-733,Kleines Sesamoeides,,DMM41511; it726,645,Chap. CXLVIII,Du petit sesamoides.,468,Cap CLIIII,Del Sesamoide menor,480,Libro quarto,299,Cap. CLIII,De Sesamoide parvo,333,Liber quartus,237,108r,Cap CLIIII,De sesamoide paruo,De sesamoide paruo,Liber quartus,448,Enarratio 154,De sesamoide minori (sesamoides minus),129,63,Sesamoides minus,DCCLXVI,,4.148,Σησαμοιδές μικρόν,SESAMOIDES PARVUM,4.153,div-688,SESAMOEIDES MIKRON,,,,,,
4.152,e-734,Wilde Gurke,DMM4150,DMM41521; DMM41522; it727; it728,645,Chap. CXLIX,Du concombre sauvage.,468,Cap CLV; Cap CLVI,"Del cogombrillo saluage, o amargo; Del elaterio",480,Libro quarto,299; 300,Cap. CLIIII; C. CLV,De Cucumere sylvestri; De Elaterio,333; 334,Liber quartus,238,0v,Cap CLV,De sylvestri cucumere,De sylvestri cucumere,Liber quartus,448,Enarratio 155,"De sylvestri cucumere (sicyos agrios, cucumis agrestis, cucumer agrestis, cucumis anguinus, sylvestris / concombre sauvage). De succo cucumeris sylvestris (elaterium)",130,0,Cucumis sylvestris sive anguinus,DCCLXVII,,4.149; 4.150,Σίκυς ἄγριος; Σταφίς ἀγρία,CUCUMER SYLVESTRIS; STAPHIS AGRIA,4.154,div-689,SIKUS AGRIOS,w-626,4,150,σίκυς ἄγριος,σίκυς ἄγριος,Squirting cu- cumber
4.153,e-736,Scharfer Rittersporn,DMM4152,DMM41531; it729,647,Chap. CL,De l'herbe aux pous.,471,Cap CLVII,De la Staphis agria,483,Libro quarto,301,Cap. CLVI,"De Staphide agria, sive herba pediculari",335,Liber quartus,239,109r,Cap CLVIII,De straphide agria,De straphide agria,Liber quartus,449,Enarratio 156,"De staphide agria (staphis agria, herba pedicularis, pedicularia herba, uva agrestis staphusaria / de le estaphisagrie, ou le herbe au poulx)",130,0,Staphis agria,DCCLXIX,,,Περἰ Σταφίδος ἀγρίας,,4.156,div-691,STAPHISAGRIA,w-628,4,152,σταφὶς ἁγρία,σταφὶς ἁγρία,Stavesacre
4.154,e-737,Thapsia,DMM4153,DMM41541; it730,648,Chap. CLI,De la thapsie.,471,Cap CLVIII,De la thapsi,483,Libro quarto,302,Cap. CLVII,De Thapsia,336,Liber quartus,240,0v,Cap CLIX,De thapsia,De thapsia,Liber quartus,450,Enarratio 157,De thapsia (thapsia / thapsia),130,0,Thapsia,DCCLXX,,4.151,Θαψία,THAPSIA,4.157,div-692,THAPSIA,w-629,4,153,θαψία,θαψία,Deadly carrot
4.155,e-735; e-738,Elaterion,DMM4151; DMM4154,DMM41551; it731,646; 649,Chap. CXLIX; Chap. CLII,Du concombre sauvage.; Du genest d'Espagne.,473,Cap CLIX,Del Spartio,485,Libro quarto,303,Cap. CLVIII,De Spartio,337,Liber quartus,238; 240,0v,Cap CLVI; Cap CLX,De elaterio; De psartio,De elaterio; De psartio,Liber quartus,448; 450,Enarratio 155; Enarratio 158,"De sylvestri cucumere (sicyos agrios, cucumis agrestis, cucumer agrestis, cucumis anguinus, sylvestris / concombre sauvage). De succo cucumeris sylvestris (elaterium); De sparto (spartum, genista / du genet)",130,0,Elaterium; Spartum,DCCLXVIII; DCCLXXI,,4.152,Σπαρτίον,SPARTIUM,4.155; 4.158,div-690; div-693,ELATERION; SPARTION,w-627; w-630,4,151; 154,ἡμέρου σικύου ἡ ῥιζα; σπάρτιον,ἡμέρου σικύου ἡ ῥιζα; σπάρτιον,Root of the cultivated cucumber; Spanish broom
4.156,e-739,Mariendistel,DMM4155,DMM41561; it732,650,Chap. CLIII,De silybum.,474,Cap CLX,Del silybo,486,Libro quarto,304,Cap. CLIX,De Sylibo,338,Liber quartus,241,110r,Cap CLXI,De silybo,De silybo,Liber quartus,451,Enarratio 159,De silybo (silybum),131,64,Silybon,DCCLXXII,,4.153,Σίλυβον,SILYBUM,4.159,div-694,SILUBON,w-631,4,155,σίλλυβον,σίλλυβον,Milk thistle
4.157,e-740,Salbeneichel,DMM4157,DMM41571; DMM41572; it733; it733b,650,Chap. CLIIII,De ben.,474,Cap CLXI,De la nuez unguentaria,486,Libro quarto,304,C. CLX,De Glande unguentaria,338,Liber quartus,241,110r,Cap CLXIII,De unguentaria glande,De unguentaria glande,Liber quartus,451,Enarratio 160,"De glande unguentaria (balanos myrepsica, myro balanus, glans unguentaria)",131,64,Balanus myrepsica,DCCLXXIII,,4.154,Βάλανος μυρεψική; Περἰ Βαλάνον μυρεφικη̃ς,GLANS UNGUENTARIA,4.160,div-695,BALANOS MUREPSIKE,w-633,4,157,βάλανος μυρεψική,βάλανος μυρεψική,Moringa sp. Ben
4.158,e-741,Narzisse,DMM4158,DMM41581; it734,653,Chap. CLV,Du narcisse.,475,Cap CLXII,Del narcisso,487,Libro quarto,304,Cap. CLXI,De Narcisso,338,Liber quartus,241,110r,Cap CLXIIII,De narcisso,De narcisso,Liber quartus,452,Enarratio 161,De narcisso (narcissus),131,64,Narcissus,DCCLXXIIII,,4.155,Νάρκισσος,NARCISSUS,4.161,div-696,NARKISSOS,w-634,4,158,νάρκισσος,νάρκισσος,Narcissus
4.159,e-742,Stachelige Wolfsmilch,DMM4159,DMM41591; it735,655,Chap. CLVI,De hippophaes.,476,Cap CLXIII,Del hippophae,488,Libro quarto,305,Cap. CLXII,De Hippophaë,339,Liber quartus,242,0v,Cap CLXV,De Hippophae,De hippophae,Liber quartus,453,Enarratio 162,"De hippophaë herba (hippophaës, lappago)",131,64,Hippophaes,DCCLXXV,,4.156,Ἱπποφαίς,HIPPOPHAES,4.162,div-697,IPPOPHAES,w-635,4,159,ἱπποφαές,ἱπποφαές,Spurge
4.160,e-743,Hippophaiston,DMM4160,DMM41601; it736,655,Chap. CLVII,De hippophaestum.,476,Cap CLXIIII,Del hippophesto,488,Libro quarto,305,Cap. CLXIII,De Hippophaesto,339,Liber quartus,242,0v,Cap CLXVI,De hippophaesto,De hippophaesto,Liber quartus,453,Enarratio 163,De hippophaesto herba (hippophaeston),131,64,Hippophaeston,DCCLXXVI,,4.157,Ἱππόφαιστον,HIPPOPHAESTUM,4.163,div-698,IPPOPHAISTON,w-636,4,160,ἱππόφαιστον,ἱππόφαιστον,Hippophaiston
4.161,e-744,Wunderbaum,DMM4161,DMM41611; it737,656,Chap. CLVIII,De la paume-dieu.,477,Cap CLXV,Del ricino,489,Libro quarto,306,Cap. CLXIIII,De Ricino,340,Liber quartus,242,0v,Cap CLXVII,De ricino,De ricino,Liber quartus,453,Enarratio 164,"De ricino (ricinus, croton, cataputia maior, cherva maior, granum regum , palma Christi / palma Christi herba)",132,0,Cici,DCCLXXVII,,4.158,Κίκι ἣ κρότων,RICINUS,4.164,div-699,KROTON E KIKI,w-637,4,161,κίκι,κίκι,Castor oil tree
4.162,e-745,Wolfsmilcharten,DMM4164,DMM41621; DMM41622; DMM41623; DMM41624; DMM41625; DMM41626; DMM41627; it738; it739; it740; it741; it742; it743; it744,656,Chap. CLIX,Des tithymales.,477,Cap CLXVI,De los titymalos,489,Libro quarto,306; 308,Cap. CLXV,"De Tithymalis, seu lactarijs herbis; De Tithymalo foemina; De Paralio; De Helioscopio; De Cyparissia; De nascente in petris tithymalo, Dendroide nominato; De Platyphyllo, seu latifolio",340; 342,Liber quartus,243,111r,Cap CLXVIII,De tithymalorum generibus,De tithymalorum generibus,Liber quartus,454,Enarratio 165,"De septem titymali generibus (tithymalum, lactaria herba / herbe a laict, vel du tithimale)",132,0,Tithymali septem; Characias primum genus tithymali; Tithymalus myrsinites; Tithymalus paralios; Tithymalus helioscopios; Tithymalus cyparissias; Tithymalus dendroides; Tithymalus platyphyllos,DCCLXXVIII; DCCLXXIX; DCCLXXX; DCCLXXXI; DCCLXXXII; DCCLXXXIII; DCCLXXXIIII; DCCLXXXV,,4.159,Τιθυμάλοι; Περἰ Τιθυμάλων,TITHYMALI,4.165,div-700,TITHUMALOS CHARACHIAS,w-640,4,164,τιθύμαλλος,τιθύμαλλος,Euphorbia L. sp. Spurge
